image_path,image_file,image_width,image_height,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,input_bbox_xmin_norm,input_bbox_ymin_norm,input_bbox_xmax_norm,input_bbox_ymax_norm,annotation_ids,gt_gaze_points_norm,gt_avg_x_norm,gt_avg_y_norm,pred_gaze_x_norm,pred_gaze_y_norm,pred_gaze_x_px,pred_gaze_y_px,min_l2,avg_l2,auc
test2/00000000/00000001.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000000/00000001.jpg,500,375,103.0,195.0,148.0,252.0,0.1825999915599823,0.5047999620437622,0.3194000124931335,0.6872000098228455,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[[0.2840000092983246, 0.8600000143051147], [0.2939999997615814, 0.7933329939842224], [0.27000001072883606, 0.8706669807434082], [0.25600001215934753, 0.7826669812202454], [0.24400000274181366, 0.8306670188903809], [0.2759999930858612, 0.8466669917106628], [0.2919999957084656, 0.8040000200271606], [0.26618000864982605, 0.8373069763183594], [0.2680000066757202, 0.8573330044746399], [0.27000001072883606, 0.8399999737739563]]",0.2720180153846741,0.8322641253471375,0.2601290345191955,0.8287641406059265,130.06451725959778,310.78655272722244,0.0104687307029962,0.0123934559524059,0.9976619482040404
test2/00000000/00000002.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000000/00000002.jpg,605,640,225.0,104.0,285.0,173.0,0.353057861328125,0.1517187654972076,0.4899173378944397,0.2810937464237213,"[1, 2, 3, 4, 5, 6, 7, 8]","[[0.18341399729251862, 0.282835990190506], [0.20380200445652008, 0.27090901136398315], [0.18841500580310822, 0.261817991733551], [0.21534200012683868, 0.27454501390457153], [0.1922609955072403, 0.2763639986515045], [0.186490997672081, 0.2763639986515045], [0.12109699845314026, 0.2945449948310852], [0.19338800013065338, 0.2718749940395355]]",0.1855262368917465,0.2761569917201996,0.1865829080343246,0.277171790599823,112.8826593607664,177.38994598388672,0.0008130039204843,0.0014650496887043,0.9965778589248656
test2/00000000/00000003.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000000/00000003.jpg,428,640,194.0,46.0,243.0,109.0,0.4221962690353393,0.0620312467217445,0.5988317728042603,0.180156260728836,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[[0.7419710159301758, 0.47636398673057556], [0.7120649814605713, 0.46545499563217163], [0.7664399743080139, 0.39272698760032654], [0.8208159804344177, 0.3490909934043884], [0.8126590251922607, 0.8418179750442505], [0.6685640215873718, 0.43636399507522583], [0.7555649876594543, 0.42363598942756653], [0.48912501335144043, 0.6909090280532837], [0.6875960230827332, 0.43272700905799866], [0.705606997013092, 0.4453119933605194]]",0.7160407900810242,0.4954403042793274,0.694344162940979,0.4077598750591278,297.179301738739,260.9663200378418,0.0258630067110061,0.0903249755501747,0.9305922389030457
test2/00000000/00000004.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000000/00000004.jpg,299,409,260.0,80.0,296.0,140.0,0.8083612322807312,0.1809290945529937,1.0,0.3569682240486145,"[1, 2, 3, 4, 5, 6, 7]","[[0.009999999776482582, 0.3732840120792389], [0.6433330178260803, 0.5462999939918518], [0.5733330249786377, 0.9045150279998779], [0.75, 0.5292419791221619], [0.5633329749107361, 0.5194950103759766], [0.6826670169830322, 0.5320199728012085], [0.6622070074081421, 0.5354520082473755]]",0.5549818873405457,0.5629011392593384,0.7601049542427063,0.8685219883918762,227.2713813185692,355.2254932522774,0.1902084499597549,0.3680755198001861,0.7415364384651184
test2/00000000/00000005.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000000/00000005.jpg,300,451,131.0,57.0,244.0,190.0,0.3589999973773956,0.0968957766890525,0.890999972820282,0.450776070356369,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[[0.36333298683166504, 0.35587599873542786], [0.30000001192092896, 0.36474499106407166], [0.2966670095920563, 0.37361401319503784], [0.32666701078414917, 0.3758310079574585], [0.3700000047683716, 0.36030998826026917], [0.3700000047683716, 0.3492240011692047], [0.33000001311302185, 0.36917999386787415], [0.27333301305770874, 0.380266010761261], [0.25, 0.39578700065612793], [0.3199999928474426, 0.3658539950847626]]",0.3199999928474426,0.3690687119960785,0.2765906453132629,0.3856187760829925,82.97719359397888,173.91406801342964,0.0062661203555762,0.0464572496712207,0.9899730682373048
test2/00000000/00000006.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000000/00000006.jpg,640,427,197.0,8.0,286.0,111.0,0.2825781404972076,0.0,0.4721093773841858,0.2840749621391296,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[[0.5218179821968079, 0.529977023601532], [0.5327270030975342, 0.5953800082206726], [0.5781819820404053, 0.4618479907512665], [0.5799999833106995, 0.5872049927711487], [0.5254549980163574, 0.6008300185203552], [0.6363639831542969, 0.6308069825172424], [0.5890910029411316, 0.5654029846191406], [0.5600000023841858, 0.4700230062007904], [0.6138730049133301, 0.6092780232429504], [0.5874999761581421, 0.5807960033416748]]",0.572501003742218,0.5631547570228577,0.5547688603401184,0.5017752051353455,355.0520706176758,214.2580125927925,0.0321802236139774,0.0638895779848098,0.9851289987564088
test2/00000000/00000007.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000000/00000007.jpg,640,480,9.0,229.0,72.0,294.0,0.0023437559138983,0.4635416567325592,0.1242187470197677,0.6260416507720947,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[[0.200982004404068, 0.3519270122051239], [0.3109090030193329, 0.34484800696372986], [0.33090901374816895, 0.28909099102020264], [0.2763639986515045, 0.5290910005569458], [0.323635995388031, 0.29878801107406616], [0.18545499444007874, 0.5121210217475891], [0.2636359930038452, 0.43454501032829285], [0.24545499682426453, 0.4878790080547333], [0.32343700528144836, 0.2979170083999634]]",0.2734203338623047,0.3940230309963226,0.3339086174964905,0.3346591591835022,213.7015151977539,160.63639640808103,0.0251554138958454,0.0847520008683204,0.9579359292984008
test2/00000000/00000008.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000000/00000008.jpg,299,409,117.0,275.0,169.0,336.0,0.3558528125286102,0.657457172870636,0.6006689071655273,0.8364303112030029,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[[0.6000000238418579, 0.8070420026779175], [0.636667013168335, 0.8947679996490479], [0.5966669917106628, 0.938630998134613], [0.5933330059051514, 0.8533409833908081], [0.5333330035209656, 0.9288830161094666], [0.586667001247406, 0.8509050011634827], [0.6266670227050781, 0.8338469862937927], [0.6700000166893005, 0.9849309921264648], [0.6020069718360901, 0.843520998954773]]",0.6050379276275635,0.881763219833374,0.5693734288215637,0.8421072363853455,170.24265521764755,344.4218596816063,0.0194027908146381,0.053334355354309,0.9760273098945618
test2/00000000/00000009.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000000/00000009.jpg,612,612,5.0,260.0,66.0,328.0,0.0,0.4137254953384399,0.1255718767642974,0.5470588207244873,"[1, 2, 3, 4, 5, 6, 7, 8]","[[0.41818198561668396, 0.4563640058040619], [0.354544997215271, 0.43818199634552], [0.43107300996780396, 0.45047301054000854], [0.37454500794410706, 0.49090901017189026], [0.4127269983291626, 0.46181800961494446], [0.7418180108070374, 0.5145450234413147], [0.39090898633003235, 0.4418179988861084], [0.40196099877357483, 0.45424801111221313]]",0.4407199919223785,0.463544636964798,0.3947354257106781,0.4411073625087738,241.578080534935,269.9577058553696,0.0038918687496334,0.051166508346796,0.9897566437721252
test2/00000000/00000010.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000000/00000010.jpg,640,480,125.0,0.0,163.0,28.0,0.1893749982118606,0.0,0.2606250047683716,0.0795833393931388,"[1, 2, 3, 4, 5, 6, 7, 8]","[[0.17818200588226318, 0.6600000262260437], [0.12181799858808517, 0.6745449900627136], [0.17090900242328644, 0.6066669821739197], [0.20610900223255157, 0.6249939799308777], [0.24727299809455872, 0.7763640284538269], [0.22909100353717804, 0.13878799974918365], [0.1927269995212555, 0.6842420101165771], [0.1859380006790161, 0.6520829796791077]]",0.191505879163742,0.6022103428840637,0.2253842204809188,0.6872824430465698,144.2459011077881,329.8955726623535,0.032798446714878,0.0915696695446968,0.9815882444381714
