image_path,image_file,image_width,image_height,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,input_bbox_xmin_norm,input_bbox_ymin_norm,input_bbox_xmax_norm,input_bbox_ymax_norm,annotation_ids,gt_gaze_points_norm,gt_avg_x_norm,gt_avg_y_norm,pred_gaze_x_norm,pred_gaze_y_norm,pred_gaze_x_px,pred_gaze_y_px,min_l2,avg_l2,auc,gaze_angle_error_deg
test2/00000004/00004665.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000004/00004665.jpg,375,500,4.0,61.0,45.0,106.0,0.0,0.1129999980330467,0.1374666690826416,0.221000000834465,"[1, 2, 3, 4, 5, 6]","[[0.5730670094490051, 0.34512001276016235], [0.5426669716835022, 0.16200000047683716], [0.15600000321865082, 0.15800000727176666], [0.8040000200271606, 0.16599999368190765], [0.558667004108429, 0.16599999368190765], [0.5493329763412476, 0.16200000047683716]]",0.5306223034858704,0.1931866556406021,0.1253761202096939,0.2086636573076248,47.016045078635216,104.3318286538124,0.059199895709753,0.4055416285991668,0.7794671654701233,33.09148488543175
test2/00000002/00002944.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000002/00002944.jpg,500,333,135.0,104.0,173.0,143.0,0.2612000107765198,0.3006006181240082,0.3547999858856201,0.441141128540039,"[1, 2, 3, 4, 5, 6, 7]","[[0.6480000019073486, 0.42792800068855286], [0.7739999890327454, 0.45495501160621643], [0.9919999837875366, 0.3948949873447418], [0.5540000200271606, 0.3828830122947693], [0.5580000281333923, 0.3828830122947693], [0.6460000276565552, 0.3468469977378845], [0.5540000200271606, 0.38138100504875183]]",0.6751428246498108,0.3959674537181854,0.5525179505348206,0.4011568427085876,276.2589752674103,133.5852286219597,0.0183338318020105,0.1227346286177635,0.9497962594032288,3.150236448441414
test2/00000001/00001219.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000001/00001219.jpg,375,500,250.0,277.0,292.0,320.0,0.653866708278656,0.5454000234603882,0.7914666533470154,0.6485999822616577,"[1, 2, 3, 4, 5, 6]","[[0.7799999713897705, 0.5139999985694885], [0.5053330063819885, 0.5019999742507935], [0.3186669945716858, 0.5559999942779541], [0.7933329939842224, 0.5479999780654907], [0.8946670293807983, 0.527999997138977], [0.7839999794960022, 0.5299999713897705]]",0.6793332695960999,0.5296666622161865,0.4998707473278045,0.5396559238433838,187.4515302479267,269.8279619216919,0.0380500555038452,0.1797403246164322,0.8381825089454651,42.80234267445401
test2/00000002/00002901.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000002/00002901.jpg,500,372,350.0,30.0,478.0,168.0,0.6624000072479248,0.0435483790934085,0.9935999512672424,0.4887096881866455,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[[0.8740000128746033, 0.4435479938983917], [0.8579999804496765, 0.5026879906654358], [0.8939999938011169, 0.4059140086174011], [0.8960000276565552, 0.45698899030685425], [0.8640000224113464, 0.45161300897598267], [0.8880000114440918, 0.4811829924583435], [0.8939999938011169, 0.49193501472473145], [0.8700000047683716, 0.42473098635673523], [0.8679999709129333, 0.4059140086174011], [0.878000020980835, 0.45430099964141846]]",0.8784000277519226,0.4518815875053406,0.5321632623672485,0.7166216373443604,266.08163118362427,266.58324909210205,0.389791190624237,0.4358522593975067,0.9746941328048706,48.47327001442897
test2/00000002/00002931.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000002/00002931.jpg,427,640,352.79998779296875,390.6000061035156,389.2000122070313,435.3999938964844,0.8059016466140747,0.6033124923706055,0.931803286075592,0.6873124837875366,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[[0.30379000306129456, 0.8072729706764221], [0.5081750154495239, 0.6327270269393921], [0.344666987657547, 0.769091010093689], [0.39371898770332336, 0.7763640284538269], [0.33921700716018677, 0.7599999904632568], [0.36101800203323364, 0.7763640284538269], [0.5490530133247375, 0.9018179774284363], [0.35556700825691223, 0.8981819748878479], [0.3489460051059723, 0.7718750238418579]]",0.3893502056598663,0.7881882190704346,0.8616503477096558,0.6574074029922485,367.924698472023,420.7407379150391,0.3543359041213989,0.49007248878479,0.7641266584396362,42.63530459331543
test2/00000004/00004526.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000004/00004526.jpg,640,427,265.0,51.0,311.0,109.0,0.3956249952316284,0.105854794383049,0.5043749809265137,0.2688524723052978,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[[0.8836359977722168, 0.8978710174560547], [0.7163640260696411, 0.8215669989585876], [0.9309089779853821, 0.8787950277328491], [0.8618180155754089, 0.6471580266952515], [0.8032730221748352, 0.8394439816474915], [0.8890910148620605, 0.9550989866256714], [0.9781820178031921, 0.6553329825401306], [0.8199999928474426, 0.9496489763259888], [0.8843749761581421, 0.9110069870948792]]",0.8630720376968384,0.8395470380783081,0.7555314302444458,0.9048384428024292,483.5401153564453,386.36601507663727,0.0785122886300087,0.1258091777563095,0.9243944883346558,9.282370737150721
test2/00000004/00004342.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000004/00004342.jpg,640,427,1.0,116.0,19.0,154.0,0.0,0.2627634704113006,0.0518750064074993,0.3695550560951233,"[1, 2, 3, 4, 5, 6, 7, 8]","[[0.3072730004787445, 0.3855440020561218], [0.04181800037622452, 0.3501169979572296], [0.7727270126342773, 0.3364909887313843], [0.20909099280834198, 0.45367300510406494], [0.3254550099372864, 0.3419420123100281], [0.6018180251121521, 0.4155209958553314], [0.6363639831542969, 0.4781990051269531], [0.31406301259994507, 0.36299800872802734]]",0.4010761380195617,0.3905606269836426,0.3377563059329986,0.5156623721122742,216.1640357971192,220.18783289194107,0.1336413919925689,0.1402135789394378,0.8869863152503967,21.393383983323513
test2/00000002/00002803.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000002/00002803.jpg,640,529,152.0,22.0,194.0,69.0,0.2262500077486038,0.0327032171189785,0.3143749833106994,0.1393194645643234,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[[0.3799999952316284, 0.5373950004577637], [0.48181799054145813, 0.3394230008125305], [0.5018180012702942, 0.4054130017757416], [0.4836359918117523, 0.35701999068260193], [0.41636401414871216, 0.524196982383728], [0.3559269905090332, 0.540012001991272], [0.5072730183601379, 0.3218249976634979], [0.44909098744392395, 0.3482210040092468], [0.43090900778770447, 0.5065990090370178], [0.47968700528144836, 0.34215500950813293]]",0.4486522674560547,0.4222259521484375,0.5025647282600403,0.3440520465373993,321.6414260864258,182.00353261828425,0.0212568864226341,0.0949616432189941,0.947992205619812,14.046111709366418
test2/00000004/00004670.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000004/00004670.jpg,480,640,165.0,287.0,211.0,331.0,0.3341666460037231,0.4396874904632568,0.4491666853427887,0.5259374976158142,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[[0.8490909934043884, 0.43090900778770447], [0.8224239945411682, 0.4145449995994568], [0.8248479962348938, 0.41636401414871216], [0.8418179750442505, 0.4145449995994568], [0.8272730112075806, 0.4254550039768219], [0.8030300140380859, 0.4290910065174103], [0.7881940007209778, 0.4668000042438507], [0.8030300140380859, 0.42181798815727234], [0.7957580089569092, 0.41636401414871216], [0.8166670203208923, 0.42031198740005493]]",0.817213237285614,0.4256203174591064,0.577788233757019,0.4269290864467621,277.33835220336914,273.23461532592773,0.2141501307487487,0.2394285798072815,0.9819026589393616,9.057986126598683
test2/00000001/00001660.jpg,/home/jinwoongjung/MTGS/data/gazefollow_extended/test2/00000001/00001660.jpg,410,300,109.0,67.0,139.0,97.0,0.2585365772247314,0.2133333384990692,0.346341460943222,0.3333333432674408,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[[0.70243901014328, 0.28666698932647705], [0.40731701254844666, 0.1933329999446869], [0.44878000020980835, 0.19666700065135956], [0.5585370063781738, 0.2533330023288727], [0.435122013092041, 0.18520000576972961], [0.6560980081558228, 0.2633329927921295], [0.4292680025100708, 0.1933329999446869], [0.6024389863014221, 0.2766669988632202], [0.5951219797134399, 0.24333299696445465], [0.4317069947719574, 0.1899999976158142]]",0.5266829133033752,0.2281865626573562,0.5506553649902344,0.4172060191631317,225.7686996459961,125.16180574893951,0.1497756987810135,0.1905335485935211,0.7333278656005859,41.480827268605324
